,Weight_AMXB.MX,Weight_AXIA3.SA,Weight_BBAS3.SA,Weight_BIMBOA.MX,Weight_BSAC,Weight_CEMEXCPO.MX,Weight_CENCOSUD.SN,Weight_CIB,Weight_FEMSAUBD.MX,Weight_GCARSOA1.MX,Weight_GGB,Weight_ISA.CL,Weight_PAC,Weight_PBR,Weight_RENT3.SA,Weight_SCCO,Weight_SQM,Weight_VALE,Weight_VIV,Weight_WALMEX.MX,Weight_WEGE3.SA,daily_ret
2007-07-27,0.005730486940592527,0.012399416416883469,0.002490362850949168,0.10165813565254211,0.049398355185985565,0.0008299637120217085,0.007760083768516779,0.10774682462215424,0.03591019660234451,0.008729185909032822,0.003466192400082946,0.010350886732339859,0.004017093684524298,0.006589952390640974,0.0037657993379980326,0.0022664633579552174,0.003348986152559519,0.008928637020289898,0.5063285231590271,0.0099745262414217,0.10830996930599213,-0.0016976394477142174
2007-07-30,0.006119520403444767,0.025863749906420708,0.003657955676317215,0.11620915681123734,0.054711829870939255,0.00137581757735461,0.007576677482575178,0.05873359739780426,0.05854420363903046,0.009792709723114967,0.004188374616205692,0.010298487730324268,0.006500572897493839,0.010457954369485378,0.006810206454247236,0.0029911319725215435,0.0040513863787055016,0.011577741242945194,0.497755765914917,0.018589051440358162,0.08419402688741684,-0.015925964413232904
2007-07-31,0.010894903913140297,0.08969897776842117,0.016378840431571007,0.1741558015346527,0.04567107930779457,0.004446075297892094,0.012663469649851322,0.024731747806072235,0.13093742728233337,0.02020706608891487,0.009017796255648136,0.02555861696600914,0.01857393980026245,0.01093971822410822,0.02751759998500347,0.009341126307845116,0.012915229424834251,0.0181215051561594,0.2067817598581314,0.05010310560464859,0.08134430646896362,-0.024644801238535855
2007-08-01,0.02401147224009037,0.04117373377084732,0.012992043979465961,0.21283981204032898,0.08255098015069962,0.002886231290176511,0.047612763941287994,0.022145871073007584,0.0891636461019516,0.07669001072645187,0.005420720670372248,0.02250802516937256,0.010387228801846504,0.004351785872131586,0.05269987881183624,0.009172341786324978,0.009564219042658806,0.005397896282374859,0.1548892855644226,0.011467340402305126,0.10207467526197433,-0.011177766273853147
2007-08-02,0.026443179696798325,0.008841102011501789,0.003605320816859603,0.1497078239917755,0.1263294368982315,0.0010141923557966948,0.1206369400024414,0.013344443403184414,0.05911362171173096,0.24689020216464996,0.0016238896641880274,0.01345289871096611,0.0037861838936805725,0.0009855552343651652,0.03954879939556122,0.009611772373318672,0.005207053851336241,0.0018212997820228338,0.055143628269433975,0.002241984009742737,0.11065074801445007,0.005297729295127223
2007-08-03,0.01735912449657917,0.023830479010939598,0.008295336738228798,0.09024197608232498,0.02721460908651352,0.0027361095417290926,0.05219234898686409,0.02396974340081215,0.06146756559610367,0.13554821908473969,0.004065698012709618,0.1198086068034172,0.013051647692918777,0.0012096569407731295,0.2294711321592331,0.028047801926732063,0.016547441482543945,0.008727867156267166,0.02193954773247242,0.002168438397347927,0.11210674047470093,-0.01791188860850657
2007-08-06,0.01619594171643257,0.003335255431011319,0.0008148148190230131,0.1315886527299881,0.06171873211860657,0.0004530099977273494,0.12271738052368164,0.008447684347629547,0.030480531975626945,0.41563522815704346,0.000545102811884135,0.021696731448173523,0.002884322078898549,0.00027313869213685393,0.058215513825416565,0.02732957899570465,0.0032453809399157763,0.0015944797778502107,0.006202563177794218,0.00042334164027124643,0.08620254695415497,-0.00026387390132633277
2007-08-07,0.010207921266555786,0.006902921013534069,0.0014137630350887775,0.08646462112665176,0.022874660789966583,0.0007585015264339745,0.0794777050614357,0.003999908920377493,0.021697791293263435,0.3649411201477051,0.0006239084177650511,0.01749332621693611,0.004821671638637781,0.00022703511058352888,0.2612772583961487,0.05224815756082535,0.0075698476284742355,0.0012245668331161141,0.0035968550946563482,0.00030949528445489705,0.05186903849244118,-0.0014720881069653934
2007-08-08,0.008924267254769802,0.005100807640701532,0.0008882602560333908,0.1729402393102646,0.01531667448580265,0.000638783851172775,0.047307420521974564,0.0030670224223285913,0.016782870516180992,0.24365700781345367,0.0005917159141972661,0.022921768948435783,0.006488284561783075,0.00035849446430802345,0.3054497241973877,0.09187499433755875,0.004324693698436022,0.0011435776250436902,0.002013073768466711,0.00030814114143140614,0.049902189522981644,-0.02939747112869588
2007-08-09,0.005424634553492069,0.0031680422835052013,0.0004978014039807022,0.08940981328487396,0.0038482670206576586,0.000840717984829098,0.015804778784513474,0.0010640453547239304,0.004311089403927326,0.10259068012237549,0.0008755700546316803,0.012780431658029556,0.010384962894022465,0.0004698398697655648,0.4594336152076721,0.2559894323348999,0.010649219155311584,0.0005971359205432236,0.0007324847974814475,0.00024373794440180063,0.020883699879050255,0.007416013624313124
2007-08-10,0.012101688422262669,0.0005917210364714265,0.00012773457274306566,0.1471260040998459,0.017501333728432655,0.00037219771184027195,0.045378200709819794,0.0005112154176458716,0.0038535527419298887,0.34799113869667053,0.0003911324602086097,0.0032706703059375286,0.0035095468629151583,0.00025133631424978375,0.06261294335126877,0.32051512598991394,0.005867946892976761,0.00021515540720429271,0.0005360708455555141,0.00023435665934812278,0.02704095095396042,-0.015433154699916045
2007-08-13,0.013499518856406212,0.00013744931493420154,8.531736239092425e-05,0.09606030583381653,0.044380396604537964,0.00013363055768422782,0.13914555311203003,0.0004866627277806401,0.0033311627339571714,0.6103746294975281,0.0001045951503328979,0.0014577495167031884,0.0005051968619227409,3.73733819287736e-05,0.0056437039747834206,0.054760947823524475,0.0010250579798594117,9.083269105758518e-05,0.0003000057186000049,9.084056364372373e-05,0.02834906429052353,0.006711450430574217
2007-08-14,0.012369844131171703,0.00020735315047204494,0.00010342401219531894,0.20551005005836487,0.04049859568476677,0.00020854822651017457,0.11978557705879211,0.001064374577254057,0.0030727495905011892,0.4348423480987549,0.0003369367041159421,0.010393936187028885,0.0018188570393249393,7.690806523896754e-05,0.012687607668340206,0.12926362454891205,0.0011755280429497361,0.0005647834623232484,0.00019765445904340595,0.00020793058502022177,0.02561342343688011,0.00859365318968973
2007-08-15,0.008419835940003395,5.5383603466907516e-05,5.6154247431550175e-05,0.11811793595552444,0.049186818301677704,6.351352931233123e-05,0.14942792057991028,0.0016115880571305752,0.0017845698166638613,0.595712423324585,0.00013431576371658593,0.005865695886313915,0.0006050741649232805,2.1763988115708344e-05,0.003423295682296157,0.03851625323295593,0.0006448939675465226,0.0003363644063938409,0.00017300584295298904,7.313954847631976e-05,0.025770025327801704,-0.002143632262545405
2007-08-16,0.0061956001445651054,4.5909982873126864e-05,9.435763058718294e-05,0.06924606114625931,0.07137822359800339,4.1840437916107476e-05,0.18926776945590973,0.008771007880568504,0.0015464227180927992,0.5850077271461487,0.0001401667104801163,0.013133564032614231,0.0005832815077155828,1.68640381161822e-05,0.0019269963959231973,0.009463992901146412,0.00046018691500648856,0.0010084877721965313,0.0003561279154382646,6.804917211411521e-05,0.04124746844172478,-0.008551990853412732
2007-08-17,0.00527165038511157,0.00012434048403520137,0.0002669643145054579,0.048074156045913696,0.07471636682748795,8.170608634827659e-05,0.17031404376029968,0.04656719043850899,0.0020774761214852333,0.5183866024017334,0.0003506779612507671,0.04876914992928505,0.0014987909235060215,3.0112614695099182e-05,0.0029338018503040075,0.006934258155524731,0.0013441623887047172,0.006687589921057224,0.001213487470522523,0.00012469648208934814,0.0642327144742012,0.005823820570284657
2007-08-20,0.00137997732963413,0.001784263993613422,0.001813001581467688,0.008085162378847599,0.003668217221274972,0.0004746226768475026,0.011540018953382969,0.38329946994781494,0.0011160769499838352,0.020613262429833412,0.003011287422850728,0.37172815203666687,0.006069822236895561,0.00016162535757757723,0.008137276396155357,0.0030449999030679464,0.007885457947850227,0.1407822072505951,0.0030937085393816233,0.00033004223951138556,0.021981321275234222,0.016575201526309768
2007-08-21,0.0008403323590755463,0.0037456373684108257,0.001885209116153419,0.004432473797351122,0.0008789364364929497,0.0007363050244748592,0.0033427306916564703,0.206899955868721,0.0010971827432513237,0.005335685797035694,0.003178901271894574,0.5640831589698792,0.006900746840983629,0.0002786719414871186,0.018493536859750748,0.004021570552140474,0.007801067549735308,0.1557629406452179,0.001581618096679449,0.00037238546065054834,0.008330953307449818,0.024738624866319163
2007-08-22,0.0034266049042344093,0.014983376488089561,0.0056363968178629875,0.016075581312179565,0.002225103322416544,0.0032547868322581053,0.01113181747496128,0.11705712974071503,0.009351885877549648,0.020854871720075607,0.0070609599351882935,0.4808419942855835,0.023203503340482712,0.0010483784135431051,0.12480027973651886,0.026183586567640305,0.020579744130373,0.07961425930261612,0.003778140526264906,0.0015647467225790024,0.027326885610818863,-0.016171561152490837
2007-08-23,0.0069115343503654,0.020429391413927078,0.005620451178401709,0.0512179471552372,0.003547650994732976,0.003018434625118971,0.019422167912125587,0.031374309211969376,0.02085820399224758,0.046005234122276306,0.0048365104012191296,0.28789061307907104,0.024078011512756348,0.0009335055947303772,0.3346380591392517,0.05224098265171051,0.015453127212822437,0.016503935679793358,0.003126041032373905,0.001191544346511364,0.05070224776864052,-0.007565431750994398
2007-08-24,0.0046745953150093555,0.012464744970202446,0.0025650449097156525,0.0341905802488327,0.0016290448838844895,0.0028052576817572117,0.009990264661610126,0.011270876973867416,0.009221828542649746,0.04575584456324577,0.0033347203861922026,0.14417049288749695,0.02560657449066639,0.0006955176941119134,0.5032340288162231,0.12347438186407089,0.022372515872120857,0.007344831712543964,0.0013229886535555124,0.0006442961748689413,0.03323155269026756,-0.024295272852115666
2007-08-27,0.005150681361556053,0.005336309317499399,0.0011192557867616415,0.05209523066878319,0.002028026385232806,0.0017088103340938687,0.010224875062704086,0.002939476864412427,0.0041960375383496284,0.0705936998128891,0.0025694614741951227,0.037624653428792953,0.019887462258338928,0.000693190551828593,0.5349733233451843,0.20529736578464508,0.01891212724149227,0.0019638617523014545,0.000848632596898824,0.0004158740339335054,0.021421628072857857,-0.01993751393253205
2007-08-28,0.0034965183585882187,0.0018860195996239781,0.0004055086465086788,0.022595960646867752,0.0010934469755738974,0.0012194421142339706,0.006684215739369392,0.000964312581345439,0.00104083854239434,0.06612993776798248,0.0019609741866588593,0.014864139258861542,0.017233582213521004,0.0004098944482393563,0.4526467025279999,0.3640596270561218,0.030292442068457603,0.0008850372978486121,0.0003262955870013684,0.00019729261111933738,0.011607886292040348,-0.019452462013545092
2007-08-29,0.017140651121735573,0.0009454356622882187,0.00036063394509255886,0.05866830423474312,0.008171905763447285,0.0010499536292627454,0.037755336612463,0.0005679382593370974,0.0016390882665291429,0.32023948431015015,0.0017079878598451614,0.003412900259718299,0.009250904433429241,0.0006033008685335517,0.21199680864810944,0.288678914308548,0.01749972067773342,0.00027596295694820583,0.0007215664372779429,0.00021113203547429293,0.019102022051811218,-0.02476693272990388
2007-08-30,0.0071998341009020805,0.0013280740240588784,0.000425863079726696,0.04572607949376106,0.002726723439991474,0.0010319158900529146,0.013916289433836937,0.0005174666293896735,0.000994866481050849,0.11358436942100525,0.0019074566662311554,0.009370570071041584,0.013798592612147331,0.00044142137630842626,0.42166242003440857,0.32642361521720886,0.024262987077236176,0.00039623549673706293,0.0004227682948112488,0.00017396251496393234,0.013688544742763042,-0.02323860702891069
2007-08-31,0.006792174652218819,0.0009755670325830579,0.00037328057806007564,0.029516933485865593,0.0018451856449246407,0.001267607556656003,0.010637350380420685,0.0004156596551183611,0.0008217795402742922,0.09649580717086792,0.00220501353032887,0.007889661937952042,0.014156953431665897,0.000460447947261855,0.35290583968162537,0.4316457211971283,0.028926512226462364,0.0003676613268908113,0.0003094552084803581,0.00019754632376134396,0.011793873272836208,-0.011997100484048236
2007-09-03,0.005632977932691574,0.0008826384437270463,0.0003282339312136173,0.03030444122850895,0.0014762216014787555,0.001065121148712933,0.009525278583168983,0.0003827954060398042,0.0006700647645629942,0.08487009257078171,0.002138185314834118,0.007861132733523846,0.013748371042311192,0.0003807663160841912,0.3521749973297119,0.4480164349079132,0.028662100434303284,0.00037064190837554634,0.0002644509368110448,0.00017489612218923867,0.011070101521909237,0.04264225796565106
2007-09-04,0.005418084096163511,0.000858976854942739,0.0003346869780216366,0.02223971113562584,0.0012741528917104006,0.0012527343351393938,0.008433670736849308,0.0004426108207553625,0.0006131239933893085,0.08147357404232025,0.0025053611025214195,0.007960323244333267,0.014720831997692585,0.00039527102489955723,0.3292350172996521,0.47603851556777954,0.03493856266140938,0.0004461933276616037,0.00026501479442231357,0.00019529891142155975,0.010958230122923851,0.003833984447866454
2007-09-05,0.004917510319501162,0.0008209852385334671,0.000314913660986349,0.021693168208003044,0.0010727652115747333,0.0011505547445267439,0.008512603119015694,0.00036357331555336714,0.0004935404867865145,0.0762227326631546,0.002365589141845703,0.007528993301093578,0.014817919582128525,0.00034134823363274336,0.34841251373291016,0.46803054213523865,0.03359917551279068,0.0004313424287829548,0.00018781876133289188,0.00015716503548901528,0.008565258234739304,0.005448250140901016
2007-09-06,0.015100493095815182,0.0010116591583937407,0.0005249716923572123,0.054621197283267975,0.004557207226753235,0.0013756501721218228,0.02565060928463936,0.0005347295664250851,0.0010986807756125927,0.17639365792274475,0.002729069907218218,0.00610840879380703,0.013317032717168331,0.0007791017997078598,0.33508753776550293,0.32570919394493103,0.022363174706697464,0.00037232882459647954,0.0004703218291979283,0.0002039058890659362,0.011991099454462528,0.004916273401414779
