,Weight_AMXB.MX,Weight_AXIA3.SA,Weight_BBAS3.SA,Weight_BIMBOA.MX,Weight_BSAC,Weight_CEMEXCPO.MX,Weight_CENCOSUD.SN,Weight_CIB,Weight_FEMSAUBD.MX,Weight_GCARSOA1.MX,Weight_GGB,Weight_ISA.CL,Weight_PAC,Weight_PBR,Weight_RENT3.SA,Weight_SCCO,Weight_SQM,Weight_VALE,Weight_VIV,Weight_WALMEX.MX,Weight_WEGE3.SA,daily_ret
2007-07-27,0.015660051256418228,0.0003437995910644531,0.00116677675396204,0.18527697026729584,0.07695431262254715,0.00039246221422217786,0.12428375333547592,0.3379414975643158,0.0051106540486216545,0.04716064780950546,0.000570166390389204,0.031372785568237305,0.0002701928315218538,0.0004334289696998894,0.00023293198319151998,0.0024470246862620115,0.000990627333521843,0.0013774257386103272,0.13670015335083008,0.0008122577564790845,0.0305020809173584,-0.00033244951365094455
2007-07-30,0.013392704539000988,0.0003267548745498061,0.0013964911922812462,0.22191785275936127,0.0915435180068016,0.0006443745805881917,0.041308533400297165,0.2501312792301178,0.01007066760212183,0.036650024354457855,0.0008189002401195467,0.08974167704582214,0.000614834250882268,0.0007652764325030148,0.00041910496656782925,0.004840567708015442,0.003042966593056917,0.0016000332543626428,0.18961279094219208,0.0029830122366547585,0.03817860037088394,-0.019969825484756072
2007-07-31,0.010595856234431267,0.0001068740602931939,0.0003722390974871814,0.37131091952323914,0.04438503459095955,0.00024634660803712904,0.020928943529725075,0.00863056629896164,0.008725100196897984,0.057375311851501465,0.0011998224072158337,0.3435532748699188,0.0024437587708234787,0.0005874251946806908,0.002424669684842229,0.024475818499922752,0.0017823235830292106,0.0005225844215601683,0.029485108330845833,0.0023172020446509123,0.0685308501124382,-0.013899877611467078
2007-08-01,0.02492968738079071,0.0017983770230785012,0.0017037802608683705,0.14328192174434662,0.019826097413897514,0.002230647951364517,0.026074253022670746,0.008674577809870243,0.025111805647611618,0.111726313829422,0.01746692694723606,0.19733856618404388,0.06372326612472534,0.006501851137727499,0.05817538872361183,0.12542232871055603,0.008868205361068249,0.003258482785895467,0.032262153923511505,0.011039706878364086,0.11058561503887177,-0.019658153142013673
2007-08-02,0.032854631543159485,0.001888836151920259,0.000986070022918284,0.08582593500614166,0.009389057755470276,0.0014669963857159019,0.0747012346982956,0.01744355633854866,0.0180541779845953,0.23097480833530426,0.022703660652041435,0.029050521552562714,0.0571068599820137,0.004980204626917839,0.06024410203099251,0.14308658242225647,0.006357139907777309,0.0033793409820646048,0.020760972052812576,0.004022164270281792,0.1747230589389801,4.1605498135932025e-05
2007-08-03,0.025930820032954216,0.0005919132381677628,0.0002639578306116164,0.051770422607660294,0.00432589091360569,0.0009486070484854281,0.03064686432480812,0.002093780320137739,0.013338848017156124,0.20912069082260132,0.02104743756353855,0.015281676314771175,0.04536570981144905,0.001958884298801422,0.04458623751997948,0.35146480798721313,0.0034313295036554337,0.0016655066283419728,0.005936652421951294,0.0016849269159138203,0.16854512691497803,-0.025426153238094985
2007-08-06,0.056444235146045685,0.0008140293066389859,0.0003318816307000816,0.08764389902353287,0.007440597750246525,0.0009516974678263068,0.2792915999889374,0.0027429373003542423,0.004986852407455444,0.3158770203590393,0.009736286476254463,0.005971355363726616,0.014932084828615189,0.0017097708769142628,0.03135346621274948,0.05915699154138565,0.0009909101063385606,0.0006590040866285563,0.004936343524605036,0.0005330622079782188,0.11349605023860931,-0.0033146762579717463
2007-08-07,0.024090679362416267,4.497033660300076e-05,2.204684824391734e-05,0.10737865418195724,0.005397328175604343,4.786118006450124e-05,0.332353413105011,0.0018961054738610983,0.0011555332457646728,0.4050869941711426,0.0009615054004825652,0.002026396105065942,0.00260060653090477,0.0001056988985510543,0.0036742871161550283,0.012170014902949333,0.00012489676009863615,5.455476275528781e-05,0.002316452795639634,7.288736378541216e-05,0.09841911494731903,0.004202279945333226
2007-08-08,0.02425922267138958,5.132750084158033e-05,3.6129527870798483e-05,0.24757735431194305,0.01012940052896738,0.0001071480437531136,0.1012854054570198,0.0011613614624366164,0.003458964405581355,0.4148319959640503,0.0019836677238345146,0.005405167583376169,0.0059768566861748695,0.0001952444581547752,0.0032339636236429214,0.08724448084831238,0.000346295622875914,0.00019107745902147144,0.0023106024600565434,0.00030748872086405754,0.08990688621997833,-0.010483522771037656
2007-08-09,0.008115867152810097,7.708741759415716e-05,2.3591797798871994e-05,0.03106646053493023,0.0007047554245218635,0.00017296602891292423,0.008758465759456158,0.00022969499696046114,0.0013808050425723195,0.11042232066392899,0.011800901032984257,0.002501577604562044,0.02380564622581005,0.0004254138038959354,0.012445468455553055,0.740037202835083,0.0004618750826921314,0.00028783647576346993,0.0005572515074163675,0.00046203145757317543,0.04626280069351196,0.02371304445554687
