Date,ABEV,AC.MX,AMXB.MX,AXIA3.SA,B3SA3.SA,BAP,BBAS3.SA,BBD,BIMBOA.MX,BSAC,CEMEXCPO.MX,CENCOSUD.SN,CHILE.SN,CIB,EC,FALABELLA.SN,FEMSAUBD.MX,FUNO11.MX,GCARSOA1.MX,GFNORTEO.MX,GGB,GMEXICOB.MX,ISA.CL,ITSA4.SA,ITUB,LTM,NU,PAC,PBR,PBRAN.MX,RDOR3.SA,RENT3.SA,SBSP3.SA,SCCO,SQM,TIGO,VALE,VIV,WALMEX.MX,WEGE3.SA
2000-01-03,0.14944076538085938,,8.06854248046875,8.897224426269531,,4.620534420013428,0.4314019978046417,,3.736300468444824,2.08671236038208,6.3598175048828125,314.42645263671875,,1.205352544784546,,465.33258056640625,7.829652786254883,,,1.5442407131195068,0.3124754726886749,1.9870142936706543,,0.2903367578983307,,,,,,,,,0.7929513454437256,0.7235889434814453,1.3398021459579468,,,2.872067928314209,,0.11103067547082901
2000-01-04,0.14944076538085938,,7.494372844696045,8.467077255249023,,4.571379661560059,0.4108841121196747,,3.5690035820007324,2.062448263168335,5.919522762298584,309.79791259765625,,1.1393054723739624,,457.5040283203125,7.345640182495117,,,1.3869770765304565,0.29860401153564453,1.961124300956726,,0.26261648535728455,,,,,,,,,0.7459389567375183,0.7176083922386169,1.3111294507980347,,,2.550332546234131,,0.10713428258895874
2000-01-05,0.14944076538085938,,7.494372844696045,8.80666732788086,,4.595957279205322,0.415093332529068,,3.624769449234009,2.062448263168335,5.94398307800293,305.12786865234375,,1.2218639850616455,,457.5118408203125,7.478507041931152,,,1.430661678314209,0.3066345155239105,1.9783843755722046,,0.2845008373260498,,,,,,,,,0.7251805067062378,0.7116284966468811,1.3085232973098755,,,2.7622060775756836,,0.10713428258895874
2000-01-06,0.14944076538085938,,7.554813385009766,8.602913856506348,,4.6696906089782715,0.420879989862442,,3.4797792434692383,2.062448263168335,5.846139907836914,300.5502014160156,,1.2218639850616455,,453.6014709472656,7.431055545806885,,,1.4525036811828613,0.321236252784729,2.1531386375427246,,0.28887781500816345,,,,,,,,,0.7215449213981628,0.7176083922386169,1.303309679031372,,,2.6558399200439453,,0.097394660115242
2000-01-07,0.14944076538085938,,7.585031509399414,8.738750457763672,,4.694267272949219,0.41141048073768616,,3.531827926635742,2.0988450050354004,5.907291889190674,302.8621520996094,,1.2218639850616455,,453.6014709472656,7.93405294418335,,,1.4699769020080566,0.33145737648010254,2.286900758743286,,0.28741905093193054,,,,,,,,,0.7316914796829224,0.7265783548355103,1.2980960607528687,,,2.9214236736297607,,0.097394660115242
2000-01-10,0.14944076538085938,,8.295184135437012,8.985516548156738,,4.620534420013428,0.43403270840644836,,3.624769449234009,2.1109766960144043,6.029595851898193,314.4217529296875,,1.2713990211486816,,457.43359375,8.408574104309082,,,1.494004249572754,0.3409486711025238,2.3127899169921875,,0.2976318299770355,,,,,,,,,0.7779006958007812,0.738538920879364,1.292883276939392,,,3.1953084468841553,,0.097394660115242
2000-01-11,0.14302316308021545,,8.159195899963379,8.625553131103516,,4.571379661560059,0.428245484828949,,3.453754186630249,2.1231093406677246,5.888946056365967,319.0456237792969,,0.9907007217407227,,449.6910705566406,7.990996837615967,,,1.4088190793991089,0.3460591435432434,2.330049991607666,,0.2961727976799011,,,,,,,,,0.7741377353668213,0.7205988764762878,1.2485707998275757,,,3.120612859725952,,0.097394660115242
2000-01-12,0.14302316308021545,,8.204524993896484,8.523675918579102,,4.767999172210693,0.43403270840644836,,3.4388844966888428,2.1352405548095703,5.876715183258057,323.6694641113281,,1.0237236022949219,,461.4222106933594,8.019461631774902,,,1.3869770765304565,0.3460591435432434,2.3429934978485107,,0.2903367578983307,,,,,,,,,0.7572271227836609,0.7205988764762878,1.2277175188064575,,,3.2534024715423584,,0.09934284538030624
2000-01-13,0.14302316308021545,,8.416057586669922,8.328980445861816,,4.841730117797852,0.42666709423065186,,3.5281100273132324,2.1837692260742188,5.919522762298584,323.6694641113281,,0.9907007217407227,,473.15325927734375,8.275708198547363,,,1.354213833808899,0.3497096300125122,2.330049991607666,,0.2845008373260498,,,,,,,,,0.7516042590141296,0.7265783548355103,1.2511769533157349,,,3.8592681884765625,,0.10129104554653168
2000-01-14,0.14302316308021545,,8.461390495300293,8.150128364562988,,5.013771057128906,0.4261413812637329,,3.457472801208496,2.1837692260742188,6.0173659324646,330.60528564453125,,1.0402357578277588,,480.97406005859375,8.54144287109375,,,1.3651350736618042,0.3548201620578766,2.390458822250366,,0.2859598994255066,,,,,,,,,0.7666124105453491,0.7534888982772827,1.2824572324752808,,,3.93396258354187,,0.10713428258895874
