Date,Open,High,Low,Close,Volume
10/5/2010 16:00:00,4958.88,5055.84,4958.88,5048.64,0
10/7/2010 16:00:00,5016.93,5033.25,4927.99,4957.62,0
10/8/2010 16:00:00,4956.24,5045.75,4953.94,5039.44,0
10/11/2010 16:00:00,5042.13,5072.67,5034.56,5050.27,0
10/12/2010 16:00:00,5047.19,5056.1,4986.02,5054.31,0
10/13/2010 16:00:00,5055.15,5157.34,5053.71,5144.92,0
10/14/2010 16:00:00,5153.05,5160.04,5108.21,5134.28,0
10/15/2010 16:00:00,5142.71,5154.39,5096.66,5117.46,0
10/18/2010 16:00:00,5106.15,5159.53,5081.28,5152.12,0
10/19/2010 16:00:00,5137.91,5138.67,4983.13,5006.52,0
10/20/2010 16:00:00,5010.74,5097.96,5009.35,5080.32,0
10/21/2010 16:00:00,5083.75,5110.17,4967.3,5010.11,0
10/22/2010 16:00:00,5009.08,5039.57,4989.03,5014.19,0
10/25/2010 16:00:00,5023.11,5088.8,5021.16,5060.49,0
10/26/2010 16:00:00,5049.56,5101.72,5025.33,5094.81,0
10/27/2010 16:00:00,5089.89,5093.83,4975.6,5010.86,0
10/28/2010 16:00:00,5020.83,5075.31,5020.83,5043.35,0
10/29/2010 16:00:00,5046.28,5084.52,5046.28,5081.72,0
11/1/2010 16:00:00,5075.51,5137.86,5074.02,5120.22,0
11/2/2010 16:00:00,5136.4,5193.42,5133.84,5191.51,0
11/3/2010 16:00:00,5194.6,5205.33,5131.57,5183.9,0
11/4/2010 16:00:00,5199.97,5314.02,5198.87,5313.77,0
11/5/2010 16:00:00,5313.38,5318.35,5279.35,5300.54,0
11/8/2010 16:00:00,5296.77,5304.57,5255.19,5303.38,0
11/9/2010 16:00:00,5311.65,5334.28,5184.32,5201.57,0
11/10/2010 16:00:00,5199,5230.8,5130.13,5212.52,0
11/11/2010 16:00:00,5212.21,5213.26,5149.51,5171.88,0
11/12/2010 16:00:00,5171.93,5173.38,5058.19,5085.45,0
11/15/2010 16:00:00,5086.86,5123.7,5084.43,5091.31,0
11/16/2010 16:00:00,5086.1,5087.3,4878.41,4953.95,0
11/17/2010 16:00:00,4950.54,5013.46,4948.16,4986.83,0
11/18/2010 16:00:00,5002.89,5112.52,5002.39,5098.44,0
11/19/2010 16:00:00,5097.91,5123.94,5050.71,5120.45,0
11/22/2010 16:00:00,5121.43,5123.09,5028.98,5089.34,0
11/23/2010 16:00:00,5077.94,5078.57,4935.19,4954.09,0
11/24/2010 16:00:00,4956.51,5081.1,4956.39,5079.23,0
11/25/2010 16:00:00,5082.21,5084.96,5073.55,5076.79,0
11/26/2010 16:00:00,5062.41,5062.41,4982.11,4994.2,0
11/29/2010 16:00:00,4989.42,4994.25,4898.56,4987.5,0
11/30/2010 16:00:00,4984.2,5002.22,4928.69,4951.38,0
12/1/2010 16:00:00,4967.88,5068.8,4967.88,5058.03,0
12/2/2010 16:00:00,5063.19,5125,5059.81,5118.64,0
12/3/2010 16:00:00,5121.24,5141.54,5075.05,5141.1,0
12/6/2010 16:00:00,5136.3,5148.63,5117.89,5139.8,0
12/7/2010 16:00:00,5146.68,5207.07,5100.92,5105.98,0
12/8/2010 16:00:00,5104.9,5111.22,5039.97,5065.97,0
12/9/2010 16:00:00,5067.18,5080.57,4988.57,5016.98,0
12/10/2010 16:00:00,5024.64,5042.83,4993.45,5042.2,0
12/13/2010 16:00:00,5051.98,5114.35,5050.22,5099.8,0
12/14/2010 16:00:00,5106.53,5119.38,5083.45,5106.03,0
12/15/2010 16:00:00,5104.9,5107.25,5034.02,5043.31,0
12/16/2010 16:00:00,5048.83,5063.65,5024.97,5051.29,0
12/17/2010 16:00:00,5051.84,5070.72,5018.54,5067.78,0
12/20/2010 16:00:00,5070.15,5083.33,5006.8,5047.75,0
12/21/2010 16:00:00,5054.43,5136.7,5048.37,5110.56,0
12/22/2010 16:00:00,5112.32,5136.69,5074.85,5136.37,0
12/23/2010 16:00:00,5135.73,5136.46,5110.96,5121.24,0
12/24/2010 16:00:00,5124.34,5127.08,5117.27,5120.13,0
12/27/2010 16:00:00,5119.66,5122.67,5074.91,5089.12,0
12/28/2010 16:00:00,5101.06,5102.28,5070.95,5081.89,0
12/29/2010 16:00:00,5085.06,5166.6,5084.39,5163.49,0
12/30/2010 16:00:00,5169.59,5223.32,5163.68,5218.56,0
12/31/2010 16:00:00,5220.34,5248.99,5199.91,5245.76,0
1/3/2011 16:00:00,5254.34,5320.14,5254.34,5293.84,0
1/4/2011 16:00:00,5276.09,5282.31,5202.1,5273.63,0
1/5/2011 16:00:00,5264.31,5284.94,5235.34,5277.08,0
1/6/2011 16:00:00,5279.18,5279.2,5195.21,5201.45,0
1/7/2011 16:00:00,5203.01,5218.68,5121.12,5147.19,0
1/10/2011 16:00:00,5141.49,5144.47,5093.12,5123.46,0
1/11/2011 16:00:00,5131.09,5175.33,5131.09,5171.37,0
1/12/2011 16:00:00,5180.56,5258.55,5180.32,5258.55,0
1/13/2011 16:00:00,5264.47,5277.29,5201.08,5214.21,0
1/14/2011 16:00:00,5205.7,5217.73,5184.34,5211.76,0
1/17/2011 16:00:00,5216.78,5216.88,5208.54,5214.12,0
1/18/2011 16:00:00,5220.41,5247.21,5209.97,5238.12,0
1/19/2011 16:00:00,5242.22,5246.18,5160.26,5175.87,0
1/20/2011 16:00:00,5172.38,5172.97,5067.23,5104.19,0
1/21/2011 16:00:00,5109.53,5149.25,5072.25,5078.44,0
1/24/2011 16:00:00,5078.4,5144.56,5070,5144.27,0
1/25/2011 16:00:00,5138.57,5139.01,5064.59,5089.92,0
1/26/2011 16:00:00,5096.59,5132.77,5095.46,5118.32,0
1/27/2011 16:00:00,5123.27,5132.46,5054.48,5061.7,0
1/28/2011 16:00:00,5062.36,5064.23,4904.07,4952.15,0
1/31/2011 16:00:00,4952.7,4991.6,4949.2,4989.17,0
2/1/2011 16:00:00,4995.28,5101.83,4995.23,5097.22,0
2/2/2011 16:00:00,5096.67,5115.01,5046.22,5051.21,0
2/3/2011 16:00:00,5051.23,5051.25,4993.99,5037.94,0
2/4/2011 16:00:00,5040.62,5050.05,4941.2,4985.43,0
2/7/2011 16:00:00,4984.8,4992.6,4950.3,4954.84,0
2/8/2011 16:00:00,4955.12,5009.38,4953.44,5001.15,0
2/9/2011 16:00:00,5001.03,5002.09,4874.55,4885.82,0
2/10/2011 16:00:00,4880.02,4900.03,4854.48,4881.43,0
2/11/2011 16:00:00,4878.66,4971.62,4869.54,4968.96,0
2/14/2011 16:00:00,4968.42,5012.97,4961.31,4992.83,0
2/15/2011 16:00:00,4994.11,5028.36,4985.07,5001.6,0
2/16/2011 16:00:00,5001.78,5060.28,5001.54,5055.32,0
2/17/2011 16:00:00,5053.33,5093.86,5037.13,5084.11,0
2/18/2011 16:00:00,5084.87,5117.72,5070.46,5105.74,0
2/21/2011 16:00:00,5103.82,5108.24,5084.16,5086.47,0
2/22/2011 16:00:00,5080.87,5080.87,4956.33,4959.84,0
2/23/2011 16:00:00,4964.42,4986.69,4908.49,4965.3,0
2/24/2011 16:00:00,4960.16,4997.84,4946.99,4973.67,0
2/25/2011 16:00:00,4981.33,5017.22,4959.69,5012.94,0
2/28/2011 16:00:00,5016.08,5060.28,5014.63,5050.45,0
3/1/2011 16:00:00,5048.41,5063.18,4979.9,4984.55,0
3/2/2011 16:00:00,4983.05,5040.36,4978.43,5038.35,0
3/3/2011 16:00:00,5041.27,5127.48,5041.27,5126.71,0
3/4/2011 16:00:00,5131.12,5149.59,5076.28,5111.18,0
3/7/2011 16:00:00,5110.06,5120.46,5014.33,5044.46,0
3/8/2011 16:00:00,5041.34,5059.58,4994.41,5023.53,0
3/9/2011 16:00:00,5027.96,5038.53,5000.14,5016.15,0
3/10/2011 16:00:00,5006.73,5006.73,4878.01,4890.52,0
3/11/2011 16:00:00,4883.39,4936.39,4851.9,4926.09,0
3/14/2011 16:00:00,4927.26,4961.35,4892.83,4960.09,0
3/15/2011 16:00:00,4931,4931.93,4789.49,4919.63,0
3/16/2011 16:00:00,4921.97,4924.84,4768.2,4810.41,0
3/17/2011 16:00:00,4818.1,4883.31,4805.25,4824.02,0
3/18/2011 16:00:00,4832.73,4889.89,4830.51,4872.67,0
3/21/2011 16:00:00,4881.71,4933.79,4881.51,4924.31,0
3/22/2011 16:00:00,4928.33,4998.55,4920.34,4995.91,0
3/23/2011 16:00:00,4995.42,5041.06,4977.6,5032.5,0
3/24/2011 16:00:00,5037.98,5078.94,5036.99,5066.09,0
3/25/2011 16:00:00,5066.84,5081.22,5045.94,5051.52,0
3/28/2011 16:00:00,5048.72,5059.75,5021.02,5022.67,0
3/29/2011 16:00:00,5020.69,5056.39,5007.47,5049.56,0
3/30/2011 16:00:00,5056.38,5133.84,5055.75,5132.18,0
3/31/2011 16:00:00,5137.91,5203.71,5137.33,5202.84,0
4/1/2011 16:00:00,5206.58,5294.75,5206.58,5279.06,0
4/4/2011 16:00:00,5282.65,5298.38,5264.54,5296.77,0
4/5/2011 16:00:00,5297.7,5324.92,5271.23,5311.53,0
4/6/2011 16:00:00,5317.05,5344.74,5267.57,5276.98,0
4/7/2011 16:00:00,5280.87,5317.36,5259.78,5284.53,0
4/8/2011 16:00:00,5296.06,5319.18,5261.06,5288.02,0
4/11/2011 16:00:00,5284.23,5287.09,5220.75,5240.42,0
4/12/2011 16:00:00,5237.34,5237.44,5117.06,5138.38,0
4/13/2011 16:00:00,5145.75,5177.64,5095.45,5122.88,0
4/14/2011 16:00:00,5121.8,5138.99,5096.88,5117.4,0
4/15/2011 16:00:00,5114.65,5152.19,5105.28,5145.96,0
4/18/2011 16:00:00,5137.88,5137.91,4997.3,5044.09,0
4/19/2011 16:00:00,5051.68,5134.53,5051.45,5126.69,0
4/20/2011 16:00:00,5140.76,5208.69,5140.76,5207.29,0
4/21/2011 16:00:00,5210.07,5243.34,5199.81,5233.09,0
4/25/2011 16:00:00,5234.89,5235.32,5187.87,5217.72,0
4/26/2011 16:00:00,5220.42,5262.89,5208.22,5262.4,0
4/27/2011 16:00:00,5264.09,5271.89,5179.5,5228.63,0
4/28/2011 16:00:00,5229.69,5232.16,5133.56,5167.95,0
4/29/2011 16:00:00,5173.84,5233.2,5167.86,5232.82,0
5/2/2011 16:00:00,5233.9,5241.29,5164.32,5176.41,0
5/3/2011 16:00:00,5169.56,5169.61,5052.92,5069.7,0
5/4/2011 16:00:00,5072.38,5075.05,4955.37,4958.45,0
5/5/2011 16:00:00,4952.05,4966.16,4884.35,4913.53,0
5/6/2011 16:00:00,4912.78,5015.92,4912.78,4965.85,0
5/9/2011 16:00:00,4967.18,4992.73,4921.7,4984.34,0
5/10/2011 16:00:00,4991.79,5045.02,4988.86,5037.71,0
5/11/2011 16:00:00,5033.43,5034.85,4915.01,4937.5,0
5/12/2011 16:00:00,4928.05,4941.17,4861.38,4922.19,0
5/13/2011 16:00:00,4928.49,4928.62,4806.95,4839.06,0
5/16/2011 16:00:00,4838.34,4902.51,4821.33,4831.73,0
5/17/2011 16:00:00,4824.05,4872.06,4785.85,4863.78,0
5/18/2011 16:00:00,4861.7,4920.32,4857.14,4882.26,0
5/19/2011 16:00:00,4886.01,4913.12,4840.01,4864.78,0
5/20/2011 16:00:00,4864.1,4896.23,4824.99,4867.54,0
5/23/2011 16:00:00,4851.83,4851.83,4759,4805.9,0
5/24/2011 16:00:00,4811.79,4876.23,4811.5,4872.92,0
5/25/2011 16:00:00,4871.85,4890.85,4844.32,4866.67,0
5/26/2011 16:00:00,4871.54,4945.71,4870.98,4943.65,0
5/27/2011 16:00:00,4950.1,5007.46,4948.54,4997.64,0
5/30/2011 16:00:00,4995.88,4996.4,4985.66,4992.51,0
5/31/2011 16:00:00,4998.14,5046.01,4992.82,5045.34,0
6/1/2011 16:00:00,5041.76,5041.87,4925.44,4930.03,0
6/2/2011 16:00:00,4935.76,4990.39,4912.86,4982.37,0
6/3/2011 16:00:00,4971.5,5014.11,4937.36,4970.69,0
6/6/2011 16:00:00,4968.51,4968.73,4829.66,4842.76,0
6/7/2011 16:00:00,4850.63,4908.29,4850.63,4867.2,0
6/8/2011 16:00:00,4861.51,4874.44,4827.43,4848.29,0
6/9/2011 16:00:00,4849.02,4885.28,4823.67,4871.22,0
6/10/2011 16:00:00,4866.07,4866.33,4782.31,4799.93,0
6/13/2011 16:00:00,4806.28,4830.01,4776.64,4789.46,0
6/14/2011 16:00:00,4795.78,4854.67,4795.25,4839.83,0
6/15/2011 16:00:00,4830.78,4831.86,4758.22,4783,0
6/16/2011 16:00:00,4772.61,4775.15,4681.61,4717.39,0
6/17/2011 16:00:00,4726.15,4759.92,4705.28,4737.79,0
6/20/2011 16:00:00,4735.24,4779.34,4723.56,4773.05,0
6/21/2011 16:00:00,4779.92,4830.52,4777.8,4819.61,0
6/22/2011 16:00:00,4816.92,4877.8,4814.83,4832.18,0
6/23/2011 16:00:00,4823.63,4825.87,4739.14,4800.18,0
6/24/2011 16:00:00,4801.74,4824.76,4774.12,4779.36,0
6/27/2011 16:00:00,4780.57,4820.16,4767.04,4813.86,0
6/28/2011 16:00:00,4819.18,4923.27,4818.29,4922.69,0
6/29/2011 16:00:00,4929.75,4997.48,4923.43,4992.96,0
6/30/2011 16:00:00,4996.81,5029.45,4994.63,5027.2,0
7/1/2011 16:00:00,5031.95,5097.89,5009.79,5092.62,0
7/4/2011 16:00:00,5095.22,5103.58,5094.11,5097.92,0
7/5/2011 16:00:00,5094.93,5101.67,5051.06,5069.64,0
7/6/2011 16:00:00,5064.07,5064.65,5007.81,5027.46,0
7/7/2011 16:00:00,5036.24,5081.61,5032.11,5034.1,0
7/8/2011 16:00:00,5023.39,5024.98,4937.92,4978.18,0
7/11/2011 16:00:00,4962.97,4963.15,4834.89,4844.35,0
7/12/2011 16:00:00,4840.27,4866.75,4810.72,4812.42,0
7/13/2011 16:00:00,4816.29,4912.13,4815.78,4867.24,0
7/14/2011 16:00:00,4870.04,4884.61,4804.12,4816.94,0
7/15/2011 16:00:00,4818.93,4861.2,4801.66,4832.92,0
7/18/2011 16:00:00,4827.05,4829.11,4750.52,4781.09,0
7/19/2011 16:00:00,4785.61,4840.11,4785.59,4827.3,0
7/20/2011 16:00:00,4827.96,4843.23,4806.38,4809.01,0
7/21/2011 16:00:00,4814.76,4884.52,4814.76,4877.3,0
7/22/2011 16:00:00,4875.22,4903.34,4856.59,4887.59,0
7/25/2011 16:00:00,4883.29,4902.03,4848.87,4882.75,0
7/26/2011 16:00:00,4893.45,4896.46,4856.29,4878.71,0
7/27/2011 16:00:00,4873.77,4874.52,4753.58,4789.07,0
7/28/2011 16:00:00,4791.76,4837.96,4778.7,4799.28,0
7/29/2011 16:00:00,4791.12,4821.09,4739.64,4809.91,0
8/1/2011 16:00:00,4816.3,4871.36,4777.82,4808.61,0
8/2/2011 16:00:00,4801.04,4801.04,4653.32,4655.45,0
8/3/2011 16:00:00,4662.52,4663.31,4538.86,4607.56,0
8/4/2011 16:00:00,4597.36,4597.36,4329.02,4331.13,0
8/5/2011 16:00:00,4340.26,4426.37,4178.23,4325.62,0
8/8/2011 16:00:00,4303.76,4304.6,3915.08,3944.44,0
8/9/2011 16:00:00,3940.74,4162.29,3937.65,4158.68,0
8/10/2011 16:00:00,4141.81,4164.7,4002.73,4054.37,0
8/11/2011 16:00:00,4053.82,4273.59,4051.99,4243.6,0
8/15/2011 16:00:00,4283.84,4384.52,4283.84,4383.43,0
8/16/2011 16:00:00,4375.96,4376.64,4296.1,4350.41,0
8/17/2011 16:00:00,4364.19,4426.31,4356.05,4425.14,0
8/18/2011 16:00:00,4410.54,4410.74,4175.94,4244.73,0
8/19/2011 16:00:00,4249.03,4309.38,4199.47,4202.17,0
8/22/2011 16:00:00,4211.95,4296.94,4197.44,4206.46,0
8/23/2011 16:00:00,4211.23,4315.02,4169.61,4314.3,0
8/24/2011 16:00:00,4305,4337.27,4230.56,4289.42,0
8/25/2011 16:00:00,4291.89,4314.14,4221.52,4241.8,0
8/26/2011 16:00:00,4236.49,4293.1,4156.52,4290.81,0
8/29/2011 16:00:00,4294.9,4416.55,4294.87,4414.07,0
8/30/2011 16:00:00,4406.75,4464.81,4372.33,4445.41,0
8/31/2011 16:00:00,4452.28,4531.76,4452.02,4529.58,0
9/1/2011 16:00:00,4528.18,4623.7,4527.62,4581.25,0
9/2/2011 16:00:00,4577.97,4577.97,4396.38,4440.3,0
9/5/2011 16:00:00,4421.6,4421.7,4350.3,4364.54,0
9/6/2011 16:00:00,4360.14,4360.37,4239.21,4350.08,0
9/7/2011 16:00:00,4356.95,4451.63,4356.95,4450.86,0
9/8/2011 16:00:00,4447.44,4448.12,4381.76,4395.97,0
9/9/2011 16:00:00,4386.94,4387.08,4210.68,4229.54,0
9/12/2011 16:00:00,4217.39,4217.39,4071.08,4167.55,0
9/13/2011 16:00:00,4167.24,4191.87,4125.11,4174.84,0
9/14/2011 16:00:00,4178.46,4242.9,4104.34,4212.96,0
9/15/2011 16:00:00,4220.02,4301.02,4214.53,4278.7,0
9/16/2011 16:00:00,4272.62,4298.34,4242.27,4253.26,0
9/19/2011 16:00:00,4240.62,4240.62,4121.52,4189.36,0
9/20/2011 16:00:00,4182.56,4208.56,4137.11,4144.13,0
9/21/2011 16:00:00,4117.12,4126.84,3985.41,3986.14,0
9/22/2011 16:00:00,3942.13,3942.21,3692.97,3715.07,0
9/23/2011 16:00:00,3717.22,3793.47,3700.85,3785.33,0
9/26/2011 16:00:00,3796.32,3867.53,3714.47,3864.17,0
9/27/2011 16:00:00,3888.8,4025.69,3888.8,3957.19,0
9/28/2011 16:00:00,3953.61,3983.83,3853.4,3856.91,0
9/29/2011 16:00:00,3863.27,3959.29,3823.75,3873.33,0
9/30/2011 16:00:00,3861.23,3861.3,3723.13,3760.35,0
10/3/2011 16:00:00,3757.01,3759.24,3647.93,3648.2,0
10/4/2011 16:00:00,3643.92,3675.3,3542.33,3673.47,0
10/5/2011 16:00:00,3679.51,3762.55,3672.45,3749.35,0
10/6/2011 16:00:00,3754.49,3899.79,3754.49,3895.54,0
10/7/2011 16:00:00,3896.04,3957.28,3810.93,3837.07,0
10/10/2011 16:00:00,3855.82,3983.28,3854.21,3976.77,0
10/11/2011 16:00:00,3974.69,4040.46,3945.97,4021.44,0
10/12/2011 16:00:00,4034.95,4167.77,4034.58,4127.67,0
10/13/2011 16:00:00,4121.75,4125.69,4031.9,4100.25,0
10/14/2011 16:00:00,4113.97,4176.73,4113.97,4168.82,0
10/17/2011 16:00:00,4165.5,4168.78,4014.92,4021.05,0
10/18/2011 16:00:00,4011.47,4124.04,3969.84,4112.14,0
10/19/2011 16:00:00,4107.31,4119.86,4029.55,4056.15,0
10/20/2011 16:00:00,4054.62,4054.62,3927.96,3995.42,0
10/21/2011 16:00:00,3997.77,4096.51,3997.1,4092.02,0
10/24/2011 16:00:00,4094.63,4245.04,4094.17,4242.62,0
10/25/2011 16:00:00,4243.66,4243.96,4136,4168.38,0
10/26/2011 16:00:00,4180.95,4264.13,4161.52,4253.16,0
10/27/2011 16:00:00,4294.84,4516.1,4293.14,4478.76,0
10/28/2011 16:00:00,4478,4539.43,4440.06,4535.71,0
10/31/2011 16:00:00,4525.02,4525.64,4397.75,4398.02,0
11/1/2011 16:00:00,4374.46,4376.55,4221.42,4295.86,0
11/2/2011 16:00:00,4285.47,4370.03,4275.9,4342.24,0
11/3/2011 16:00:00,4353.91,4419.36,4345.93,4400.29,0
11/4/2011 16:00:00,4400.91,4411.08,4324.1,4391.76,0
11/7/2011 16:00:00,4385.25,4444.91,4382.43,4439.6,0
11/8/2011 16:00:00,4445.47,4484.11,4415.13,4480.43,0
11/9/2011 16:00:00,4455.04,4455.17,4272.96,4277.23,0
11/10/2011 16:00:00,4287.18,4367.27,4286.89,4305.1,0
11/11/2011 16:00:00,4312.4,4420.9,4312.13,4411.62,0
11/14/2011 16:00:00,4401,4406.57,4339.17,4355.97,0
11/15/2011 16:00:00,4346.48,4379.4,4252.9,4355.43,0
11/16/2011 16:00:00,4353.77,4355.9,4288.28,4288.5,0
11/17/2011 16:00:00,4282.62,4319.11,4180.32,4198.2,0
11/18/2011 16:00:00,4208.22,4221.93,4154.27,4177.85,0
11/21/2011 16:00:00,4152.97,4153.99,4045.81,4093.91,0
11/22/2011 16:00:00,4099.46,4100.61,4010.5,4046.55,0
11/23/2011 16:00:00,4032.51,4032.87,3906.11,3909.56,0
11/24/2011 16:00:00,3924.04,3931.38,3905.52,3908.48,0
11/25/2011 16:00:00,3899.76,3918.8,3833.1,3837.01,0
11/28/2011 16:00:00,3859.54,4003,3859.03,3992.54,0
11/29/2011 16:00:00,3996.98,4041.02,3969.46,3990.01,0
11/30/2011 16:00:00,3998.55,4210.2,3998.42,4194.06,0
12/1/2011 16:00:00,4207.1,4274.82,4203.76,4217.01,0
12/2/2011 16:00:00,4230.82,4284.82,4218.68,4231.71,0
12/5/2011 16:00:00,4245.49,4324.61,4245.49,4304.43,0
12/6/2011 16:00:00,4301.73,4317.57,4256.23,4298.45,0
12/7/2011 16:00:00,4300.28,4310.83,4267.97,4294.28,0
12/8/2011 16:00:00,4294.24,4303.52,4173.91,4178.92,0
12/9/2011 16:00:00,4185.69,4286.63,4176.21,4278.72,0
12/12/2011 16:00:00,4261.16,4261.66,4132.44,4173.36,0
12/13/2011 16:00:00,4176.48,4207.45,4089.49,4116.52,0
12/14/2011 16:00:00,4107.88,4111.59,4031.16,4042.48,0
12/15/2011 16:00:00,4055.44,4117.07,4043.79,4053.03,0
12/16/2011 16:00:00,4059.43,4098.63,4040.25,4065.97,0
12/19/2011 16:00:00,4063.3,4135.46,3992.04,3998.58,0
12/20/2011 16:00:00,4003.83,4142.88,4003.81,4125.09,0
12/21/2011 16:00:00,4126.18,4141.66,4076.49,4137.31,0
12/22/2011 16:00:00,4143.56,4195.21,4133.59,4190.27,0
12/23/2011 16:00:00,4192.66,4208.57,4184.78,4202.59,0
12/26/2011 16:00:00,4198,4202.76,4188.43,4196.12,0
12/27/2011 16:00:00,4199.38,4199.89,4163.72,4173.38,0
12/28/2011 16:00:00,4177.16,4181.2,4078.67,4087.95,0
12/29/2011 16:00:00,4089.69,4142.13,4086.79,4138.02,0
12/30/2011 16:00:00,4143.2,4171.82,4140.07,4161.09,0
1/2/2012 16:00:00,4162.45,4171.12,4153.77,4170.89,0
1/3/2012 16:00:00,4182.13,4289.3,4181.39,4276.78,0
1/4/2012 16:00:00,4275.93,4308.42,4257.57,4287.85,0
1/5/2012 16:00:00,4284.77,4289.27,4209.81,4236.62,0
1/6/2012 16:00:00,4238.22,4260.01,4208,4212.17,0
1/9/2012 16:00:00,4212,4258.75,4209.78,4257.2,0
1/10/2012 16:00:00,4269.38,4352.81,4269.02,4321.35,0
1/11/2012 16:00:00,4318.77,4347.75,4306.52,4346.63,0
1/12/2012 16:00:00,4355.52,4388.96,4351.06,4374,0
1/13/2012 16:00:00,4375.28,4377.32,4281.25,4319.94,0
1/16/2012 16:00:00,4323.59,4341.92,4322.1,4336.71,0
1/17/2012 16:00:00,4349.38,4425.67,4346.21,4402.11,0
1/18/2012 16:00:00,4405.63,4518.21,4405.35,4512.79,0
1/19/2012 16:00:00,4521.23,4554.86,4515.61,4537.73,0
1/20/2012 16:00:00,4538.24,4539.83,4509.33,4535.05,0
1/23/2012 16:00:00,4545.6,4564.76,4522.11,4549.66,0
1/24/2012 16:00:00,4543.2,4544.18,4477.79,4529.5,0
1/25/2012 16:00:00,4525,4606.54,4497.16,4602.58,0
1/26/2012 16:00:00,4617.16,4651.84,4559.55,4574.44,0
1/27/2012 16:00:00,4582.18,4599.79,4565.6,4586.33,0
1/30/2012 16:00:00,4576.68,4577.88,4479.55,4546.78,0
1/31/2012 16:00:00,4554.36,4594.21,4514.22,4535.53,0
